date,nav_base,nav_kd_opt
2017-11-30,741715203.9112643,759458711.563479
2017-12-01,746190513.9337686,764243389.0560136
2017-12-04,751972568.7901677,769827092.2753732
2017-12-05,751748498.2751335,769634055.7046387
2017-12-06,744375848.0089564,761399646.8666646
2017-12-07,740842715.9089564,758464583.0666646
2017-12-08,739085507.9956651,756665084.1606827
2017-12-11,742023137.045665,759477564.1106826
2017-12-12,742710341.0456651,760650863.9606826
2017-12-13,746362289.395665,763445479.3606826
2017-12-14,747060056.5956651,764743546.9606826
2017-12-15,745536802.895665,762763976.3106827
2017-12-18,746015952.895665,763155726.3106827
2017-12-19,745989634.995665,763166790.1106826
2017-12-20,745158645.4456651,762758003.2106826
2017-12-21,745676565.695665,763486954.6606826
2017-12-22,750432926.8456651,767893748.4106827
2017-12-25,749395256.5956651,766729246.9606826
2017-12-26,747222431.945665,764502306.2606826
2017-12-27,749885802.195665,767122107.7106826
2017-12-28,751172174.0956651,768770943.7606826
2017-12-29,753780532.4956651,771613432.8606826
2018-01-02,758401351.0956651,775703199.7106826
2018-01-03,763143628.795665,779776174.2606826
2018-01-04,765421169.9617616,782008999.6629552
2018-01-05,773567983.4617616,789612558.6629552
2018-01-08,780280363.3143202,796256445.0071925
2018-01-09,779192008.9143202,795439305.7571925
2018-01-10,782264508.9143202,797877355.7571925
2018-01-11,781555685.6143203,797214420.4571925
2018-01-12,782387863.3143202,797995845.0071925
2018-01-15,790284609.8643203,805490171.7571925
2018-01-16,790341646.3643202,805592774.8071924
2018-01-17,792723847.2640932,807973613.4688091
2018-01-18,791704588.5108459,807034997.5552179
2018-01-19,788788102.0108459,804724344.5052179
2018-01-22,787034344.7206694,802930633.0530444
2018-01-23,786291529.8174192,802376149.2893335
2018-01-24,781031679.1174192,797693368.6393335
2018-01-25,787921801.7174191,804170135.3393335
2018-01-26,786696131.4674193,802811033.8893335
2018-01-29,789585886.8174192,806212389.1393335
2018-01-30,782898462.5674193,799507237.8393335
2018-01-31,784690994.2674192,801741762.2393334
2018-02-01,786130703.0674192,803019940.7393334
2018-02-02,784881898.6674192,801953851.4893334
2018-02-05,773659313.5174193,791811341.7893336
2018-02-06,748139639.1174192,766180841.2393335
2018-02-07,757416372.842881,775267830.2559594
2018-02-08,755029795.6799529,773399089.9227302
2018-02-09,748807954.2299528,766491071.0227302
2018-02-12,752810893.1705287,769830462.0485841
2018-02-21,764932352.5308194,782050285.9316952
2018-02-22,764292006.707615,781686793.4816954
2018-02-23,770101395.857615,786976609.1944463
2018-02-26,772746160.2225035,790387741.1553383
2018-02-27,772956580.128625,790102483.0377862
2018-03-01,771001305.964894,787868388.2729075
2018-03-02,766841283.3768663,783407475.3385788
2018-03-05,763453159.5856798,780536858.3250866
2018-03-06,769259520.4925258,786531330.2077278
2018-03-07,765475298.5925258,782870044.1577278
2018-03-08,771337314.4425256,788138606.3577276
2018-03-09,773661254.9425257,790659709.2577277
2018-03-12,780878490.8320785,797048845.440434
2018-03-13,785528866.9047679,801625812.5071143
2018-03-14,781718903.7435896,798420843.8996902
2018-03-15,778362145.1096689,795028528.01808
2018-03-16,787331297.0249255,803251077.3146312
2018-03-19,786845985.1749254,803116464.9646312
2018-03-20,784359331.1749254,800417965.1146312
2018-03-21,785981517.6749256,801913768.1646311
2018-03-22,786746501.4249254,802846416.5646311
2018-03-23,779583974.4249254,795865510.6146312
2018-03-26,779550111.2249254,795933092.8646312
2018-03-27,786825367.7468481,803176084.8742962
2018-03-28,781552015.2598926,798641492.7558552
2018-03-29,779965646.7033771,797444349.9565845
2018-03-30,783742714.1578662,800882417.5036383
2018-03-31,784847340.007811,802074511.550641
2018-04-02,784580314.7190702,801357910.7904495
2018-04-03,781756044.4690702,798556759.3404496
2018-04-09,788690199.5690701,804786779.2404495
2018-04-10,794663976.5690702,810527185.1904496
2018-04-11,791845344.4690702,808119571.3904495
2018-04-12,794342369.1190702,810446012.0904496
2018-04-13,793494885.3690702,809428663.6904496
2018-04-16,792691865.1190702,808411412.2404495
2018-04-17,789462619.5190703,805705801.4904495
2018-04-18,788589119.5190703,805116901.4904495
2018-04-19,796678193.7690703,812729052.7904496
2018-04-20,792923883.9690702,809294014.4404496
2018-04-23,794438696.7690703,811006392.7904496
2018-04-24,793225260.2690703,809717089.7404495
2018-04-25,794654498.0661093,810750142.7269242
2018-04-26,796041972.01517,812110622.0568566
2018-04-27,797547223.3395671,813209344.9048377
2018-04-30,802311718.2206898,817243414.786148
2018-05-02,803022548.6048012,817970707.2124232
2018-05-03,798342038.6218119,813522491.9624232
2018-05-04,793312596.9472623,808727489.0624232
2018-05-07,794228760.4472623,809244986.0124232
2018-05-08,797642735.0972623,812503526.7124232
2018-05-09,793342104.5243287,807917442.7638509
2018-05-10,792301046.5604413,807170277.5912435
2018-05-11,796309936.4340378,811792776.7974542
2018-05-14,798473211.8305603,814197788.7515248
2018-05-15,798204015.7473723,813241960.74978
2018-05-16,797094047.240517,812838147.2828794
2018-05-17,797081528.1554418,812766475.1042563
2018-05-18,797859884.9452279,814273853.4542564
2018-05-21,803805996.0503894,819313967.2959143
2018-05-22,798921349.1765052,814624034.5535601
2018-05-23,798571536.3765053,813676756.2035601
2018-05-24,800207642.0265052,815939290.6535602
2018-05-25,798475363.9265052,815178476.7035601
2018-05-28,804627800.0265052,821024040.3535602
2018-05-29,802456286.5265051,819268543.4035602
2018-05-30,789589266.4265052,805962983.9535601
2018-05-31,795051909.5265051,809602666.3535602
2018-06-01,797948724.1265053,814262754.4535601
2018-06-04,802594541.6265053,818749901.2535602
2018-06-05,808832280.4765052,824322669.5535601
2018-06-06,809891502.3765053,825823105.6035602
2018-06-07,812894529.3765053,829128511.5535603
2018-06-08,808716154.7265052,825312970.8535602
2018-06-11,806977201.6765052,824104987.0035602
2018-06-12,804842699.0765052,821257786.4035602
2018-06-13,805263453.4765052,821647975.6535602
2018-06-14,796625431.5765052,812946028.0094587
2018-06-15,799710576.8765053,815468609.5594587
2018-06-19,788662078.6765052,804369936.1594586
2018-06-20,793208848.7421653,808902740.6005994
2018-06-21,791680419.3012149,807658179.120821
2018-06-22,790690547.251215,807630539.020821
2018-06-25,791040731.151215,806841291.470821
2018-06-26,790788722.751215,805995702.370821
2018-06-27,789454556.4887799,804864386.4733213
2018-06-28,786329826.8324798,802461040.6721611
2018-06-29,797561084.6247225,812862803.0807854
2018-07-02,789758046.2737846,804457725.0307853
2018-07-03,788214451.3737845,802765499.8485953
2018-07-04,792012343.0418892,806711431.0102493
2018-07-05,792252472.7552376,806343933.1547651
2018-07-06,790900072.4270059,805457887.1384181
2018-07-09,793160257.3991625,807986426.7459803
2018-07-10,797393110.1954616,812262906.7331026
2018-07-11,793321795.4906211,808334625.3331025
2018-07-12,797731848.790621,812226956.5831025
2018-07-13,799971625.0451913,813749877.6365508
2018-07-16,796366277.3713179,810405849.0020633
2018-07-17,799902583.4048879,813570214.8327653
2018-07-18,800511035.2374065,814794110.0327654
2018-07-19,799784507.1723473,813553220.3501579
2018-07-20,802252081.2119081,816227775.0998784
2018-07-23,803680497.4160695,818045438.6490407
2018-07-24,804310787.6548343,819209186.7084079
2018-07-25,803749076.631312,818523407.4423234
2018-07-26,807870978.9998355,822653621.0923235
2018-07-27,807962609.0583495,823328278.6423235
2018-07-30,810294802.9069643,825475956.2423235
2018-07-31,815901357.1188902,830802691.3923235
2018-08-01,818318757.1188902,833031891.3923235
2018-08-02,813278516.61889,827852288.4923235
2018-08-03,814458750.7347113,829389373.8613777
2018-08-06,814522475.1397126,830112343.4238003
2018-08-07,814252171.887223,829934370.0669383
2018-08-08,819193951.937223,834687290.19709
2018-08-09,823150313.087223,838295558.8633713
2018-08-10,831368710.1206733,846104247.5050548
2018-08-13,822295325.6361535,837359169.0157095
2018-08-14,825374506.2895142,839851340.0659307
2018-08-15,819782968.9241419,834019996.5159307
2018-08-16,819124302.8973724,833137605.5861874
2018-08-17,823567012.2203724,837545017.3625041
2018-08-20,828327733.3292985,842091813.5951074
2018-08-21,836662361.2224141,850373827.9234501
2018-08-22,839787953.8396459,853365249.3137913
2018-08-23,840622771.7800264,854494781.1705856
2018-08-24,836097532.658409,850101832.0919795
2018-08-27,833851992.8352596,847547017.3491751
2018-08-28,837854634.2176217,851591754.9332138
2018-08-29,840247240.1553807,853855691.3438455
2018-08-30,837732049.6155492,851141169.7461814
2018-08-31,839326912.6436324,853129912.6850479
2018-09-03,836843159.7907928,850614587.7112591
2018-09-04,841496606.7852099,854877036.0128247
2018-09-05,832808138.58521,846511056.2128247
2018-09-06,832834235.6352099,847184178.4128246
2018-09-07,835510673.4814414,849189045.8073149
2018-09-10,834479800.3396798,847959723.0099549
2018-09-11,836803954.3364682,850388976.60348
2018-09-12,839269761.6821204,852541371.9448302
2018-09-13,840722264.2136998,854284217.4978467
2018-09-14,839352754.369761,852773789.7807577
2018-09-17,841331339.9767874,854584992.3460419
2018-09-18,848232235.1270856,861040504.3592516
2018-09-19,853204729.8313768,866132418.9510245
2018-09-20,855996134.3313769,868507036.8202636
2018-09-21,862041051.3813769,874383701.9796343
2018-09-25,861918633.621481,874610202.1020305
2018-09-26,861758145.1699244,874417846.833736
2018-09-27,863637967.9846346,876637931.556321
2018-09-28,865100488.0586681,877670579.2822962
2018-10-01,866913302.5128124,879433931.2843305
2018-10-02,857005499.101273,869355126.5346324
2018-10-03,857486668.4150456,869610134.3786567
2018-10-04,851545129.6457067,864237763.334019
2018-10-05,842896585.0517489,855595935.1728705
2018-10-08,845420494.276435,858218877.5775981
2018-10-09,852430013.7917362,865159273.9331028
2018-10-11,825578287.6437563,838399890.9234426
2018-10-12,835865763.6351099,848603338.6791668
2018-10-15,822461020.1345305,835058119.4656113
2018-10-16,824683561.3545736,837260274.2757206
2018-10-17,825259633.6031882,838097949.2870176
2018-10-18,823665173.4817115,836444230.3370177
2018-10-19,822848706.3230417,835875520.9710724
2018-10-22,822092354.1808816,835022739.1210724
2018-10-23,815908688.3347192,829287267.3210725
2018-10-24,815695615.3347192,828981121.3210725
2018-10-25,813191389.3158449,825616974.240759
2018-10-26,813639190.362517,825328158.4290413
2018-10-29,811776942.7715485,823575478.6392256
2018-10-30,815725341.6727803,828078954.3892256
2018-10-31,824720606.7227802,837584973.3392256
2018-11-01,816832252.9727802,829716275.3392256
2018-11-02,819184612.7454958,832120148.3392256
2018-11-05,820120097.0454959,833817315.2892257
2018-11-06,820916385.9758894,834132869.3392256
2018-11-07,827172416.9258894,840908704.3892256
2018-11-08,829316813.1258894,843321079.4392256
2018-11-09,827355810.7258894,841233740.3392256
2018-11-12,827136775.3758894,841142093.1892256
2018-11-13,826027073.8258895,840147251.2392256
2018-11-14,828612187.2758894,843202301.2892256
2018-11-15,827953814.2758894,842070455.2892256
2018-11-16,828234776.9258895,842940335.1392257
2018-11-19,829398679.3258895,844047474.2392257
2018-11-20,826972553.1758894,841263117.3892256
2018-11-21,825534772.4258894,840199965.3892256
2018-11-22,825724672.4258894,839721665.3892256
2018-11-23,826086291.6758895,840334113.3892256
2018-11-26,826540408.3258895,840576101.2392256
2018-11-27,824054294.8093214,837575816.7508343
2018-11-28,826796607.6265497,840725753.2138965
2018-11-29,820748759.8265498,834205909.2638965
2018-11-30,818261936.5265498,830972134.5638967
2018-12-03,822304155.8765497,835423790.2138965
2018-12-04,825348459.0265498,838204101.0638964
2018-12-05,822820866.9765497,835505578.1138966
2018-12-06,821025311.8875898,833315042.2138965
2018-12-07,822721658.3375899,835506377.2638965
2018-12-10,818786596.8375899,831165673.2638965
2018-12-11,820554462.73759,832977789.3638966
2018-12-12,819651444.8392422,831873031.3138964
2018-12-13,820197287.2892423,832897658.3638966
2018-12-14,818435495.4392422,830846568.4638965
2018-12-17,819713972.4392422,832430072.4638965
2018-12-18,814404964.4892422,827296483.4138966
2018-12-19,820194421.3892422,832706342.2638965
2018-12-20,819031710.0892422,831740121.3138967
2018-12-21,815203482.5892421,827560355.5638964
2018-12-22,816557741.4892422,828626687.4138966
2018-12-24,816842920.0392421,829504483.3638966
2018-12-25,810034932.6823919,822602672.5138965
2018-12-26,806774962.2940722,819448458.04206
2018-12-27,810247910.294072,822715485.0420599
2018-12-28,827928759.4440721,840397037.8920599
2019-01-02,812381923.794072,824954562.0420599
2019-01-03,814376619.394072,826719849.94206
2019-01-04,811591693.2440721,823657193.09206
2019-01-07,824839712.4940721,837453423.34206
2019-01-08,819893485.1940721,832601740.6420599
2019-01-09,829078291.2440721,841532952.3420599
2019-01-10,829900807.144072,842807718.4420599
2019-01-11,830666368.4440721,843261801.7634168
2019-01-14,830122257.1492069,843228397.8958527
2019-01-15,833961805.6857466,846812525.4945372
2019-01-16,829252579.9926826,841850743.6445372
2019-01-17,832494271.0420927,845115733.9541636
2019-01-18,837228529.1095889,849671655.1557734
2019-01-21,835888906.2644503,848515961.2105368
2019-01-22,839209901.472972,851809389.7757945
2019-01-23,840655393.2632711,853344014.8307886
2019-01-24,841941314.4585042,854728331.7807887
2019-01-25,845182118.9585042,857697051.5307885
2019-01-28,844145305.4585042,856501124.5307885
2019-01-29,845247430.6585041,857832376.5807886
2019-01-30,845862995.5085042,858425012.4807885
2019-02-11,843840761.4085041,856515028.5807885
2019-02-12,846731268.7085042,859152441.5307885
2019-02-13,842760329.0585041,855434607.6807885
2019-02-14,842089929.0585041,854537357.6807885
2019-02-15,839911316.4085042,852505427.8307886
2019-02-18,846063673.3085041,858951736.6807885
2019-02-19,845948286.8085041,858996363.6807885
2019-02-20,850337895.9085042,863217978.5807886
2019-02-21,852334831.3189164,865465396.2290468
2019-02-22,853858919.866765,866829847.7690707
2019-02-25,856316731.166765,869406618.7190707
2019-02-26,855133464.116765,868328326.7690706
2019-02-27,862373469.913116,875362282.3403245
2019-03-04,858971452.213116,871850314.2903246
2019-03-05,858474992.713116,871153745.2903246
2019-03-06,861449277.013116,873935962.2403246
2019-03-07,858208940.9131161,871109593.3403246
2019-03-08,856526239.5631161,869090434.4403245
2019-03-11,857862603.0631161,870873411.4403245
2019-03-12,863721282.963116,876238916.2903246
2019-03-13,866029044.263116,878852287.2403245
2019-03-14,864077441.863116,876566448.1403245
2019-03-15,867607397.213116,880346465.0403246
2019-03-18,873096882.6456467,886110502.2998796
2019-03-19,876750553.5593554,889874798.9249575
2019-03-20,879264316.5848179,892263922.4180585
2019-03-21,881844737.1144342,894879233.7693261
2019-03-22,879114477.8182671,891997904.8368108
2019-03-25,872589161.2450801,885323021.5724876
2019-03-26,876949786.4126103,890048177.5834075
2019-03-27,875048664.7325381,888171451.8606397
2019-03-28,872614652.6690282,885863734.3920738
2019-03-29,883749544.1513509,896320189.1280572
2019-04-01,879615758.8607535,892302931.4481412
2019-04-02,878964545.8604201,891663723.3981411
2019-04-03,878307708.267792,891468618.7290267
2019-04-08,880815850.117792,893883508.6290268
2019-04-09,882921323.117792,896336804.6290268
2019-04-10,884028020.9177921,897287148.5790268
2019-04-11,881478181.267792,895162714.7290267
2019-04-12,883402876.6677921,897015569.5790267
2019-04-15,884761005.0177921,898114182.4790268
2019-04-16,881643951.0935364,895140442.1754487
2019-04-17,883558948.8935363,897003536.1254487
2019-04-18,883090869.3935363,896818747.3754486
2019-04-19,885400787.9935364,899003281.2754487
2019-04-22,885681485.0935364,898687142.4254487
2019-04-23,889186215.8435364,902412044.4254487
2019-04-24,898322134.0435364,911758774.2254486
2019-04-25,902058825.9346594,915497721.8754486
2019-04-26,902472775.9346594,916217321.8754486
2019-04-29,911653057.1846594,925783335.6254487
2019-04-30,922203886.7846594,936110832.0254486
2019-05-02,927250128.6346594,941565690.1448472
2019-05-03,926375417.3346593,940821919.1948471
2019-05-06,918973143.1846594,933674135.3448472
2019-05-07,926176892.3346595,941398078.3558555
2019-05-08,928508598.0343167,943452964.0188392
2019-05-09,918145730.3609234,932357238.4654561
2019-05-10,917113818.6609235,930626313.4154562
2019-05-13,913523984.3609234,926891546.4654561
2019-05-14,910670457.5426425,924184800.5784488
2019-05-15,913384827.1661574,927190353.8438028
2019-05-16,908820613.486831,922682640.88414
2019-05-17,912306597.3281212,926876742.3536409
2019-05-20,920154617.2781212,935247085.153641
2019-05-21,932881834.8281212,947787450.8536409
2019-05-22,928064129.7281213,942648893.9536409
2019-05-23,926761648.9781212,941556591.9536409
2019-05-24,927700441.7655507,942507011.4971212
2019-05-27,930517798.5481138,945072651.8617804
2019-05-28,931442559.5523721,944903193.9123876
2019-05-29,933146502.0601375,947595016.3961775
2019-05-30,941393472.403793,955653660.2365054
2019-05-31,948733744.153793,962796345.2804043
2019-06-03,950423215.369937,964157846.7714725
2019-06-04,949629348.0833752,963396054.6521417
2019-06-05,952861520.5232922,966115398.4891075
2019-06-06,964032118.9912305,978207195.231126
2019-06-10,969304816.6392956,983617756.9126003
2019-06-11,947110480.1349374,961683565.7626002
2019-06-12,932682380.8849374,947124033.0000008
2019-06-13,932100676.8849374,946726925.0000008
2019-06-14,933462773.5349374,948175193.100001
2019-06-17,937317624.4849374,951668547.9000009
2019-06-18,938102563.3849374,952819810.000001
2019-06-19,952930868.5849375,967754424.5500009
2019-06-20,951149252.1431481,966782908.8488622
2019-06-21,942381783.3599056,957071927.7975008
2019-06-24,948853498.4966602,963345385.284045
2019-06-25,949333496.9183952,963949318.398117
2019-06-26,945731295.9683952,960943413.5981171
2019-06-27,950011744.7183952,964497462.348117
2019-06-28,945621780.2683953,960764930.548117
2019-07-01,943514921.1683952,958825565.6481171
2019-07-02,946441103.0683953,961945243.4981171
2019-07-03,946732066.5683953,962252020.4981171
2019-07-04,949770125.6683952,965149935.3981171
2019-07-05,951632395.1183952,967352416.448117
2019-07-08,951735522.1183952,967182870.448117
2019-07-09,951127636.3083951,966667174.8081169
2019-07-10,955688848.2107505,971106090.5581169
2019-07-11,963467040.8047812,978458177.8488477
2019-07-12,963090171.3547813,977981596.7988478
2019-07-15,961923307.8547813,976624219.7988478
2019-07-16,963339280.8547813,978509765.7988478
2019-07-17,965761576.4547813,980846953.6988479
2019-07-18,965292605.8547813,980175596.7988479
2019-07-19,967325703.6547813,982182890.7488478
2019-07-22,969631132.0047812,984354153.6488478
2019-07-23,970972699.0547812,985944995.5988479
2019-07-24,973044692.5284317,987876686.2567996
2019-07-25,980319749.5784316,994627587.9567997
2019-07-26,980575113.0784316,994717014.9567997
2019-07-29,979179747.1784316,993068298.8567997
2019-07-30,983247691.7284317,996910156.5567998
2019-07-31,986085492.0284317,999678835.2567997
2019-08-01,971865575.7284317,985458232.8067997
2019-08-02,961592942.6784317,975357217.1067997
2019-08-05,959164300.8284317,973077577.2067997
2019-08-06,955723015.1784316,969659501.3567996
2019-08-07,955272837.5784317,968634460.2067996
2019-08-08,959688699.0784317,972839306.0714313
2019-08-12,944492661.9817502,952834515.773156
2019-08-13,933964389.6261439,941845937.1513529
2019-08-14,940490773.0003947,946951953.2336742
2019-08-15,930688741.1153946,937480760.5936742
2019-08-16,940869694.2570097,947367233.0936743
2019-08-19,944389002.4570097,950786155.0936742
2019-08-20,945848206.1570097,952458190.5936742
2019-08-21,940254401.6570098,946455704.0936742
2019-08-22,942310400.0570097,948814839.3582406
2019-08-23,943446273.0570097,950255685.3582406
2019-08-26,931488407.9570097,938131347.3582406
2019-08-27,935121117.3768653,941681587.8582406
2019-08-28,933212690.7768651,940072043.1082406
2019-08-29,934695486.7729393,941251113.3279358
2019-08-30,949253156.4202262,956480967.6449407
2019-09-02,949037099.0202262,955638855.6449407
2019-09-03,944273990.609697,950741901.9435083
2019-09-04,949180173.309697,955678902.6935083
2019-09-05,955058112.5829865,961281933.3469797
2019-09-06,961695457.2216599,967836566.1728995
2019-09-09,970924462.2495178,977172355.6728995
2019-09-10,983267575.7495179,989173685.196482
2019-09-11,985862310.9495177,991321761.1964818
2019-09-12,985024056.0495178,990220365.4464818
2019-09-16,985248533.9495178,990508557.1964818
2019-09-17,989388244.5495179,994230808.6964818
2019-09-18,995745980.9495177,1000886444.9464818
2019-09-19,994588176.0495178,999509799.1964818
2019-09-20,995472906.4711674,1000172223.1110065
2019-09-23,994227318.4935529,998429280.2724806
2019-09-24,991662089.3935529,995761519.2724806
2019-09-25,987233855.3935528,991100462.5224806
2019-09-26,987257531.1935529,990893156.2724806
2019-09-27,981887551.2935529,985879185.2724806
2019-10-01,994299996.693553,997423653.5224806
2019-10-02,991349238.4935529,994753331.5224806
2019-10-03,985267426.693553,988864469.7724806
2019-10-04,988149770.193553,992033645.5224807
2019-10-07,989469692.293553,993317403.7724806
2019-10-08,994872723.4935529,998900871.7724806
2019-10-09,989854345.9935529,993713939.2724806
2019-10-14,996400601.6935529,1000487086.0224806
2019-10-15,996596496.7935529,1000676690.2724806
2019-10-16,998753115.664799,1002711776.8007239
2019-10-17,1000995353.364799,1004916069.0507239
2019-10-18,996726346.364799,1000716657.3007239
2019-10-21,1000218841.064799,1004222552.3007239
2019-10-22,1002716425.0647991,1006577359.0507239
2019-10-23,1001050085.264799,1004762168.8007239
2019-10-24,1007918573.764799,1011784562.0507239
2019-10-25,1009173144.264799,1013043291.8007239
2019-10-28,1012474341.764799,1016397725.5507239
2019-10-29,1014795684.364799,1018718013.5507239
2019-10-30,1022450401.064799,1025960880.0507239
2019-10-31,1025657141.164799,1028937101.8007239
2019-11-01,1028621428.464799,1031173534.8007239
2019-11-04,1038120057.164799,1041015386.5507239
2019-11-05,1043817383.764799,1046852781.3007239
2019-11-06,1050804423.8647989,1054159603.0507239
2019-11-07,1047361926.364799,1050664769.3007239
2019-11-08,1045695875.164799,1049226650.0507239
2019-11-11,1034500609.764799,1038864930.5507239
2019-11-12,1036941759.764799,1041677230.5507239
2019-11-13,1029220078.664799,1034206999.3007239
2019-11-14,1022831943.5647991,1028365160.0507239
2019-11-15,1031189018.864799,1036249357.8007239
2019-11-18,1036035669.664799,1041327658.8007239
2019-11-19,1036829547.564799,1042344600.5507239
2019-11-20,1036381092.664799,1041757654.8007239
2019-11-21,1026929070.164799,1032169554.8007239
2019-11-22,1029238095.264799,1034722557.8007239
2019-11-25,1033446350.064799,1038253575.8007239
2019-11-26,1029059787.864799,1034805986.8007239
2019-11-27,1037722413.164799,1043189034.5507239
2019-11-28,1035354960.764799,1040916205.0507239
2019-11-29,1025179989.164799,1030745042.8007239
2019-12-02,1025953002.664799,1031477269.8007239
2019-12-03,1025606568.264799,1030731053.8007239
2019-12-04,1025833823.164799,1031092549.5507239
2019-12-05,1025970693.4183869,1031285305.3367009
2019-12-06,1022345544.718387,1027970302.3367009
2019-12-09,1027992423.7183869,1033340926.5867009
2019-12-10,1024417028.7183869,1030195309.0867009
2019-12-11,1027354977.4183869,1032573312.0867009
2019-12-12,1030629391.8183869,1036192876.8367009
2019-12-13,1036179323.018387,1041913294.8367009
2019-12-16,1034416202.518387,1040289615.0867009
2019-12-17,1042636337.0183868,1049075150.3367009
2019-12-18,1049975183.7183869,1055988815.5867009
2019-12-19,1048353842.0183868,1054354674.3367009
2019-12-20,1037696765.9183869,1044774716.5867009
2019-12-23,1046123787.518387,1053001928.8367009
2019-12-24,1042518019.5183868,1049550365.3367009
2019-12-25,1042710924.4183869,1049752961.0867009
2019-12-26,1044361371.9183869,1051208244.8367009
2019-12-27,1049027725.218387,1055803771.0867009
2019-12-30,1047126415.4183869,1053602279.5867009
2019-12-31,1041989942.8183869,1048300742.8367009
2020-01-02,1042689652.6183869,1049049834.3367009
2020-01-03,1045996609.618387,1052674437.0867009
2020-01-06,1038382757.6183869,1045038766.8367009
2020-01-07,1040683933.3183869,1046745223.8367009
2020-01-08,1034801934.118387,1041274642.3367009
2020-01-09,1041038411.6183869,1047855774.8367009
2020-01-10,1044757579.6183869,1051455238.3367009
2020-01-13,1057096383.7183869,1064656465.5867009
2020-01-14,1062741046.8183869,1070570483.3367009
2020-01-15,1058361014.018387,1066084386.8367009
2020-01-16,1057808471.4183869,1065914048.8367009
2020-01-17,1061820021.9183869,1070347477.3367009
2020-01-20,1068505320.2183869,1077204262.086701
2020-01-30,1025030456.1183869,1033661283.5867009
2020-01-31,1032605773.9003813,1041433990.3587368
2020-02-03,1024503891.6003814,1034052689.8587368
2020-02-04,1033723117.0825604,1043059623.9520719
2020-02-05,1039985192.0825604,1049511540.2020719
2020-02-06,1049016244.9825604,1059132048.2020719
2020-02-07,1042326423.2825605,1052187399.2020719
2020-02-10,1040828001.449954,1050862992.0883334
2020-02-11,1042175202.126897,1052465443.6921818
2020-02-12,1044023460.970312,1053963444.1921818
2020-02-13,1046845436.370312,1056927021.9575955
2020-02-14,1047567141.270312,1057822767.7075955
2020-02-17,1048938464.270312,1059633813.7075955
2020-02-18,1052310657.7703118,1063740539.4575955
2020-02-19,1065228231.4703119,1076891608.7075956
2020-02-20,1064285506.070312,1076169883.2075956
2020-02-21,1054768747.9703119,1066608047.9575955
2020-02-24,1043409488.9703119,1054729674.9575955
2020-02-25,1042073113.5703119,1053393149.4575955
2020-02-26,1035363145.5703119,1046353435.9575955
2020-02-27,1034590309.370312,1045289935.4575955
2020-03-02,1021128804.4703119,1031454357.2075955
2020-03-03,1030660253.6703119,1041192738.7075955
2020-03-04,1033842960.9703119,1044376863.9575955
2020-03-05,1043841089.9703119,1054740438.2075955
2020-03-06,1030552078.5703119,1041167085.7075955
2020-03-09,1011850694.5703119,1021767046.4575955
2020-03-10,1004510683.3952088,1014256524.1677053
2020-03-11,998799881.3136028,1008930947.1571633
2020-03-12,967551642.2806026,977671771.6266177
2020-03-13,950111805.5637984,960432972.4279797
2020-03-16,917565359.3724964,928107536.61679
2020-03-17,887417276.0332601,900043119.4429641
2020-03-18,875300415.6233422,889258501.2436104
2020-03-19,827268049.7534559,842692055.0766579
2020-03-20,877702146.9524553,890913324.3266578
2020-03-23,851599340.1924267,863566743.5727583
2020-03-24,869898228.8924267,881690946.0727583
2020-03-25,889612006.7533853,902407138.3227583
2020-03-26,889845912.8533853,903603703.3227583
2020-03-27,895928614.5533854,910829492.0727584
2020-03-30,891471925.0827473,905273806.0727583
2020-03-31,892050576.2827473,905587166.3227583
2020-04-01,880998679.2827473,893661928.5727583
2020-04-06,891333876.6827472,904936675.5727583
2020-04-07,895600156.5827473,909843337.5727583
2020-04-08,902623472.9827473,916216581.5727583
2020-04-09,903191636.0827473,916856490.3227583
2020-04-10,917782751.9827473,931469479.3227583
2020-04-13,900142041.0827472,914513804.8227583
2020-04-14,913333622.5827473,927877968.8227583
2020-04-15,926861548.5827472,941150530.8227582
2020-04-16,914272261.0266293,928367684.6311345
2020-04-17,918287387.6655937,933135272.3811345
2020-04-20,916859705.8233631,931344077.1586494
2020-04-21,899275465.2937028,913555207.4086494
2020-04-22,899935995.9937028,914308896.9086494
2020-04-23,899408825.9044918,913087259.8067833
2020-04-24,898598629.9090649,913091913.0567833
2020-04-27,912504098.2472199,927431182.5567833
2020-04-28,929266715.2472198,943988163.0567833
2020-04-29,938651595.9472198,953836935.0567833
2020-04-30,946230372.0610212,961296839.2850899
2020-05-04,930636602.5610213,945773601.5350899
2020-05-05,933645114.4610213,949962800.0350899
2020-05-06,930302755.9804033,945405416.4020014
2020-05-07,930085838.7804033,945491841.7513238
2020-05-08,936409528.8804033,952584363.5013238
2020-05-11,946274891.4804033,962849135.2513239
2020-05-12,939491074.7804033,955836318.7513238
2020-05-13,941311189.5854607,957544702.5013238
2020-05-14,936439975.2854607,952353815.5013238
2020-05-15,935075949.8854607,951291790.0013238
2020-05-18,935603949.8854607,951402590.0013238
2020-05-19,946852660.6371495,962419021.2711921
2020-05-20,950787590.9371494,966175251.5211921
2020-05-21,951906259.5916907,968002628.7862774
2020-05-22,939622606.7916907,954877298.5362774
2020-05-25,941941651.4916906,957062393.5362774
2020-05-26,949473132.5916907,964820124.7862774
2020-05-27,950490796.5916907,965776480.2862774
